date,fc,v,wt,co2,o2,cer,our,p
347,61.769,81881,90257,1.5695,1.5305,0.19056,1.4984,11.636
348,61.476,81926,90311,1.5719,1.5167,0.19066,1.5007,11.673
349,60.796,81970,90365,1.5743,1.5062,0.19074,1.503,11.71
350,60.139,82013,90419,1.5767,1.4862,0.19089,1.5053,11.747
351,59.741,82056,90471,1.579,1.5164,0.19065,1.5075,11.784
352,59.416,82098,90523,1.5814,1.5368,0.19049,1.5098,11.822
353,59.755,82140,90574,1.5837,1.5455,0.19042,1.512,11.859
354,58.955,82181,90625,1.586,1.556,0.19034,1.5143,11.896
355,57.8,82222,90676,1.5883,1.566,0.19026,1.5165,11.933
356,56.88,82264,90728,1.5906,1.5806,0.19015,1.5187,11.97
357,56.048,82307,90780,1.5929,1.58,0.19015,1.5209,12.006
358,54.27,82350,90833,1.5953,1.5931,0.19004,1.5231,12.043
359,54.06,82393,90887,1.5976,1.6091,0.18992,1.5254,12.08
360,53.829,82436,90939,1.6,1.6222,0.18981,1.5277,12.117
361,53.54,82479,90992,1.6023,1.6069,0.18992,1.5299,12.154
362,52.697,82521,91043,1.6046,1.6076,0.18991,1.5321,12.19
363,51.471,82562,91094,1.6069,1.6085,0.1899,1.5343,12.226
364,50.862,82603,91145,1.6092,1.6052,0.18992,1.5365,12.263
365,49.836,82644,91196,1.6114,1.6086,0.18989,1.5386,12.299
366,50.463,82686,91247,1.6136,1.6334,0.1897,1.5407,12.335
367,50.494,82728,91299,1.6159,1.6408,0.18964,1.5429,12.371
368,51.94,82770,91351,1.6181,1.6423,0.18963,1.5451,12.408
369,53.554,82813,91403,1.6204,1.6465,0.18959,1.5472,12.444
370,54.21,82855,91455,1.6227,1.6466,0.18958,1.5494,12.481
371,53.67,82897,91507,1.6249,1.6528,0.18953,1.5516,12.517
372,53.14,82938,91558,1.6272,1.6344,0.18967,1.5537,12.553
373,51.317,82979,91609,1.6294,1.6468,0.18957,1.5559,12.59
374,50.745,83020,91660,1.6317,1.6672,0.18941,1.5581,12.626
375,50.547,83062,91711,1.634,1.6727,0.18936,1.5603,12.663
376,50.083,83103,91762,1.6362,1.659,0.18946,1.5624,12.699
377,48.851,83145,91814,1.6385,1.645,0.18957,1.5646,12.735
378,47.036,83187,91866,1.6407,1.6456,0.18956,1.5668,12.77
379,44.998,83228,91917,1.643,1.6562,0.18947,1.5689,12.806
380,42.822,83270,91968,1.6452,1.6563,0.18947,1.5711,12.841
